"ERP_FAMILY","APPLICATION_ID","BUSINESS_OBJECT","ERP_INTERFACE_OPTIONS_ID","UCM_ACCOUNT","LOAD_JOB_NAME","IMPORT_JOB_NAME","CONTROL_FILE_NAME","INTERFACE_TABLE_NAMES"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","BookingHistory.ctl","MSC_ST_MEASURE_DATA"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CalendarAssignments.ctl","MSC_ST_CALENDAR_ASSIGNMENTS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CalendarException.ctl","MSC_ST_CALENDAR_EXCEPTIONS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CalendarPeriodStartDates.ctl","MSC_ST_PERIOD_START_DATES"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","Calendars.ctl","MSC_ST_CALENDARS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CalendarShifts.ctl","MSC_ST_CALENDAR_SHIFTS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CalendarWeekStartDay.ctl","MSC_ST_CAL_WEEK_START_DATES"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CalendarWorkdayPatterns.ctl","MSC_ST_WORKDAY_PATTERNS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","Carrier.ctl","MSC_ST_GLOBAL_TRADING_PARTNERS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CatalogCategoryAssociation.ctl","MSC_ST_CATALOG_CATEGORIES"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","Catalogs.ctl","MSC_ST_CATEGORY_SETS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CausalFactors.ctl","MSC_ST_MEASURE_DATA"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ConsumptionHistory.ctl","MSC_ST_MEASURE_DATA"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CrossReferenceData.ctl","MSC_ST_XREF_MAPPING_INT"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","Currencies.ctl","MSC_ST_SR_LOOKUP_VALUES_W"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CurrencyConversion.ctl","MSC_ST_CURRENCY_CONVERSIONS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CurrencyConversionType.ctl","MSC_ST_CURRENCY_CONV_TYPES"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","Customers.ctl","MSC_ST_GLOBAL_TRADING_PARTNERS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","CustomerSite.ctl","MSC_ST_TRADING_PARTNER_SITES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ResourceAvailability.ctl","MSC_ST_NET_RESOURCE_AVAIL"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ResourceShifts.ctl","MSC_ST_RESOURCE_SHIFTS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","RoutingOperationResources.ctl","MSC_ST_OPERATION_RESOURCES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","RoutingOperations.ctl","MSC_ST_ROUTING_OPERATIONS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","Routings.ctl","MSC_ST_ROUTINGS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SafetyStockLevel.ctl","MSC_ST_SAFETY_STOCKS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SalesCreditType.ctl","MSC_ST_SALES_CREDIT_TYPES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SalesOrder.ctl","MSC_ST_DEMANDS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ServiceLevel.ctl","MSC_ST_SR_LOOKUP_VALUES_W"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ShipmentHistory.ctl","MSC_ST_MEASURE_DATA"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SourcingRules.ctl","MSC_ST_SOURCING_RULES, MSC_ST_SR_SOURCE_ORG, MSC_ST_SR_RECEIPT_ORG"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SubInventory.ctl","MSC_ST_SUB_INVENTORIES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SupplierCapacity.ctl","MSC_ST_SUPPLIER_CAPACITIES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","Suppliers.ctl","MSC_ST_GLOBAL_TRADING_PARTNERS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SupplierSite.ctl","MSC_ST_TRADING_PARTNER_SITES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SupplyOnhand.ctl","MSC_ST_SUPPLIES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","TransferOrder.ctl","MSC_ST_SUPPLIES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","UOMClassConversion.ctl","MSC_ST_UOM_CLASS_CONVERSIONS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","UOMConversion.ctl","MSC_ST_UOM_CONVERSIONS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","UOMS.ctl","MSC_ST_UNITS_OF_MEASURE"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","WIPComponentDemands.ctl","MSC_ST_DEMANDS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","WIPOperationResource.ctl","MSC_ST_RESOURCE_REQUIREMENTS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","WorkCenterResources.ctl","MSC_ST_DEPARTMENT_RESOURCES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","WorkOrderSupplies.ctl","MSC_ST_SUPPLIES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","Zones.ctl","MSC_ST_REGIONS"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ScpErpIntegrationServiceParams.ctl","MSC_ST_ERP_INTG_PARAMS_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ItemPolicyOverrides.ctl","MSC_ST_INV_PA_OVERRIDES_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","MovementRequests.ctl","MSC_ST_SUPPLIES"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ItemSubinventories.ctl","MSC_ST_ITEM_SUBINVENTORIES_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","RoutingOperationOutputs.ctl","MSC_ST_WD_ROPER_OUTPUTS_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","AttributeValueRelationships.ctl","MSC_ST_ATTR_VAL_REL_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","AttributeValues.ctl","MSC_ST_ATTRIBUTE_VALUES_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","AttributeDesignators.ctl","MSC_ST_ATTR_DESIGNATORS_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","BORAlternateResources.ctl","MSC_ST_BOR_SUBSTITUTES_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","BORComponentSubstitutes.ctl","MSC_ST_BOR_SUBSTITUTES_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","BOROptionDependent.ctl","MSC_ST_BOR_OPTION_DEP_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","PurchaseOrderRcvHistory.ctl","MSC_ST_SHIP_RCV_HISTORY_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ShipHistDateRangeForAllocation.ctl","MSC_ST_ALLOC_TIME_HISTORY_INT"
"SCM","724","Msc Common","135","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","SupplyAllocationQuantities.ctl","MSC_ST_SUPPLY_ALLOC_QTY_INT"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","AllocationRuleAssignments.ctl","MSC_ST_ALLOC_ASSIGNMENTS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ASLSupplierItem.ctl","MSC_ST_ITEM_SUPPLIERS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","AssignmentSets.ctl","MSC_ST_ASSIGNMENT_SETS, MSC_ST_SR_ASSIGNMENTS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","ATPRuleAssignments.ctl","MSC_ST_ATP_ASSIGNMENTS"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","RoutingOperationOutputs.ctl","MSC_ST_WD_ROPER_OUTPUTS_INT"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","AttributeValueRelationships.ctl","MSC_ST_ATTR_VAL_REL_INT"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","AttributeValues.ctl","MSC_ST_ATTRIBUTE_VALUES_INT"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","AttributeDesignators.ctl","MSC_ST_ATTR_DESIGNATORS_INT"
"SCM","724","Msc Common","168","scm/planningDataLoader/import","","/oracle/apps/ess/scm/advancedPlanning/collection/configuration;CSVController","BORAlternateResources.ctl","MSC_ST_BOR_SUBSTITUTES_INT"
"FIN","7003","Bank Statement","98","fin/cashManagement/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;BankStatementExtract","",""
"FIN","7003","Asset","99","fin/assets/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;AssetAdditionsExtract","",""
"FIN","7003","Financials Tax","105","fin/tax/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;FinancialTaxExtract","",""
"FIN","7003","Trail Balance","104","fin/generalLedger/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;TrialBalanceExtract","",""
"FIN","7003","Journals","103","fin/generalLedger/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;JournalsExtract","",""
"FIN","7003","Asset Transaction","101","fin/assets/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;AssetTransactionsHistoryExtract","",""
"FIN","7003","Receivables Receipts","96","fin/receivables/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;ReceiptsAnalysisExtract","",""
"FIN","7003","Payments","93","fin/payments/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;PaymentsExtract","",""
"FIN","7003","Receivables Adjustments","95","fin/receivables/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;ReceivablesAdjustmentsExtract","",""
"FIN","7003","Receivables Billing History","97","fin/receivables/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;ReceivablesBillingHistoryExtract","",""
"FIN","7003","Asset Transaction","100","fin/assets/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;AssetRetirementsExtract","",""
"FIN","7003","Payables Transactions","92","fin/payables/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;PayablesTransactionsExtract","",""
"FIN","7003","Asset Transaction","102","fin/assets/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;AssetTransfersExtract","",""
"FIN","7003","Receivables Transactions","94","fin/receivables/export","","/oracle/apps/ess/financials/commonModules/shared/common/outbound;ReceivablesTransactionsExtract","",""
